Timestamp,V1(V),I1(mA),V2(V),I2(mA)
2026-04-18 13:15:11,3.380,1.8,0.0061,0.008752,3.999,283.4,1.1333,0.065776,-20.0,90.0
2026-04-18 13:15:12,3.375,2.0,0.0067,0.008755,3.996,299.8,1.1980,0.066233,40.1,100.0
2026-04-18 13:15:14,3.377,1.9,0.0064,0.008758,3.999,285.0,1.1397,0.066823,79.8,80.2
2026-04-18 13:15:16,3.379,2.0,0.0068,0.008762,4.001,269.8,1.0795,0.067425,79.8,80.2
2026-04-18 13:15:17,3.376,1.9,0.0064,0.008764,3.992,308.1,1.2299,0.067908,79.8,80.2
2026-04-18 13:15:18,3.375,1.6,0.0054,0.008766,3.998,289.4,1.1570,0.068236,-31.7,100.0
2026-04-18 13:15:20,3.375,1.5,0.0051,0.008767,3.994,296.4,1.1838,0.068578,79.8,80.2
2026-04-18 13:15:21,3.371,1.6,0.0054,0.008769,3.998,283.6,1.1338,0.068907,79.8,80.2
2026-04-18 13:15:22,3.374,1.8,0.0061,0.008771,3.994,294.9,1.1778,0.069250,79.8,80.2
2026-04-18 13:15:23,3.375,1.8,0.0061,0.008773,3.999,280.4,1.1213,0.069582,79.8,80.2
2026-04-18 13:15:24,3.375,1.7,0.0057,0.008774,3.998,281.7,1.1262,0.069905,79.8,80.2
2026-04-18 13:15:25,3.370,1.7,0.0057,0.008776,3.982,337.7,1.3447,0.070297,48.2,93.8
2026-04-18 13:15:26,3.376,1.6,0.0054,0.008777,3.999,274.7,1.0985,0.070618,79.7,80.3
2026-04-18 13:15:27,3.373,1.7,0.0057,0.008779,3.996,284.5,1.1369,0.070954,79.7,80.3
2026-04-18 13:15:28,3.371,1.6,0.0054,0.008781,3.991,305.4,1.2189,0.071309,79.6,80.4
2026-04-18 13:15:29,3.370,1.6,0.0054,0.008782,3.992,299.9,1.1972,0.071681,79.6,80.4
2026-04-18 13:15:31,3.371,1.7,0.0057,0.008785,3.994,289.9,1.1579,0.072170,93.1,48.9
2026-04-18 13:15:32,3.371,1.8,0.0061,0.008787,3.991,301.7,1.2041,0.072512,100.0,20.9
2026-04-18 13:15:42,4.727,30.5,0.1442,0.009185,4.072,1.2,0.0049,0.072526,0.0,0.0
2026-04-18 13:15:44,4.791,48.9,0.2343,0.009330,4.076,1.2,0.0049,0.072529,0.0,0.0
2026-04-18 13:15:45,4.791,49.0,0.2348,0.009418,4.077,1.2,0.0049,0.072531,0.0,0.0
2026-04-18 13:15:46,4.791,48.5,0.2324,0.009487,4.077,1.2,0.0049,0.072532,0.0,0.0
2026-04-18 13:15:47,4.791,48.6,0.2328,0.009556,4.077,1.2,0.0049,0.072534,0.0,0.0
2026-04-18 13:15:49,4.791,48.5,0.2324,0.009658,4.079,1.2,0.0049,0.072536,0.0,0.0
2026-04-18 13:15:51,4.793,48.8,0.2339,0.009772,4.079,1.2,0.0049,0.072538,0.0,0.0
2026-04-18 13:15:52,4.694,36.1,0.1695,0.009834,3.984,388.4,1.5474,0.073103,80.0,80.0
2026-04-18 13:15:53,3.430,5.8,0.0199,0.009839,4.003,296.6,1.1873,0.073449,40.3,100.0
2026-04-18 13:15:55,3.384,2.6,0.0088,0.009844,3.995,311.8,1.2456,0.074081,80.1,79.9
2026-04-18 13:15:56,3.374,1.8,0.0061,0.009846,3.991,327.2,1.3059,0.074559,80.0,80.0
2026-04-18 13:15:57,3.375,1.5,0.0051,0.009847,3.998,301.2,1.2042,0.074910,48.5,93.5
2026-04-18 13:15:59,3.375,1.4,0.0047,0.009850,4.004,269.3,1.0783,0.075465,65.9,86.1
2026-04-18 13:16:00,3.374,1.4,0.0047,0.009852,3.994,308.0,1.2302,0.075909,65.8,86.2
2026-04-18 13:16:02,3.371,1.4,0.0047,0.009853,3.992,309.1,1.2339,0.076363,40.1,100.0
2026-04-18 13:16:03,3.373,1.3,0.0044,0.009855,4.000,280.6,1.1224,0.076773,65.7,86.3
2026-04-18 13:16:04,3.370,1.3,0.0044,0.009856,4.003,267.0,1.0688,0.077080,79.7,80.3
2026-04-18 13:16:07,3.364,0.7,0.0024,0.009858,3.992,311.0,1.2415,0.078074,39.5,100.0
2026-04-18 13:16:08,3.365,0.7,0.0024,0.009859,3.994,297.3,1.1874,0.078556,41.2,100.0
2026-04-18 13:16:09,3.369,0.7,0.0024,0.009860,3.992,304.1,1.2140,0.078951,79.6,80.4
2026-04-18 13:16:11,3.370,0.6,0.0020,0.009861,4.000,271.6,1.0864,0.079371,79.6,80.4
2026-04-18 13:16:12,3.365,0.5,0.0017,0.009861,3.996,285.7,1.1417,0.079843,100.0,54.3
2026-04-18 13:16:13,3.364,0.5,0.0017,0.009862,3.990,313.5,1.2509,0.080208,79.6,80.4
2026-04-18 13:16:15,3.365,0.4,0.0013,0.009863,4.000,268.5,1.0740,0.080767,79.5,80.5
2026-04-18 13:16:17,3.354,0.9,0.0030,0.009864,3.965,404.4,1.6034,0.081335,100.0,-10.2
2026-04-18 13:16:18,3.373,1.3,0.0044,0.009865,3.996,282.8,1.1301,0.081666,79.9,80.1
2026-04-18 13:16:28,4.737,34.9,0.1653,0.010349,4.072,1.2,0.0049,0.081680,0.0,0.0
2026-04-18 13:16:29,4.779,47.0,0.2246,0.010427,4.075,1.2,0.0049,0.081682,0.0,0.0
2026-04-18 13:16:30,4.779,46.9,0.2241,0.010493,4.076,1.2,0.0049,0.081683,0.0,0.0
2026-04-18 13:16:32,4.779,46.6,0.2227,0.010561,4.076,1.2,0.0049,0.081685,0.0,0.0
2026-04-18 13:16:33,4.780,46.9,0.2242,0.010654,4.077,1.2,0.0049,0.081687,0.0,0.0
2026-04-18 13:16:34,4.780,46.8,0.2237,0.010718,4.077,1.2,0.0049,0.081688,0.0,0.0
2026-04-18 13:16:35,4.780,46.6,0.2227,0.010796,4.077,1.2,0.0049,0.081690,0.0,0.0
2026-04-18 13:16:37,4.781,47.1,0.2252,0.010885,4.079,1.2,0.0049,0.081692,0.0,0.0
2026-04-18 13:16:39,4.514,7.5,0.0339,0.010906,4.003,301.5,1.2069,0.082445,80.1,79.9
2026-04-18 13:16:40,3.377,1.4,0.0047,0.010908,4.001,294.7,1.1791,0.082898,80.0,80.0
2026-04-18 13:16:41,3.376,0.9,0.0030,0.010909,4.004,277.3,1.1103,0.083214,80.0,80.0
2026-04-18 13:16:43,3.370,0.7,0.0024,0.010910,3.996,311.8,1.2460,0.083604,40.4,100.0
2026-04-18 13:16:44,3.371,0.6,0.0020,0.010911,4.000,285.1,1.1404,0.084077,80.0,80.0
2026-04-18 13:16:45,3.374,0.5,0.0017,0.010911,4.004,266.8,1.0683,0.084393,80.0,80.0
2026-04-18 13:16:46,3.373,0.5,0.0017,0.010912,3.996,300.0,1.1988,0.084736,80.0,80.0
2026-04-18 13:16:50,3.369,0.4,0.0013,0.010913,3.999,286.1,1.1441,0.085826,79.9,80.1
2026-04-18 13:16:51,3.366,0.4,0.0013,0.010913,3.995,299.0,1.1945,0.086255,65.6,86.4
2026-04-18 13:16:53,3.367,0.4,0.0013,0.010914,3.999,281.6,1.1261,0.086811,79.6,80.4
2026-04-18 13:16:54,3.366,0.4,0.0013,0.010914,4.000,274.0,1.0960,0.087231,79.5,80.5
2026-04-18 13:16:55,3.366,0.5,0.0017,0.010915,3.995,292.1,1.1669,0.087661,65.5,86.5
2026-04-18 13:17:00,3.364,0.7,0.0024,0.010918,3.998,275.9,1.1030,0.088979,65.5,86.5
2026-04-18 13:17:02,3.363,0.8,0.0027,0.010919,3.991,300.7,1.2001,0.089662,65.4,86.6
2026-04-18 13:17:07,3.373,1.5,0.0051,0.010927,3.998,271.5,1.0855,0.091250,92.7,49.3
2026-04-18 13:17:10,3.370,1.6,0.0054,0.010931,3.998,273.3,1.0927,0.092032,39.5,100.0
2026-04-18 13:17:27,4.794,51.2,0.2455,0.012121,4.077,1.2,0.0049,0.092055,0.0,0.0
2026-04-18 13:17:29,4.466,14.9,0.0665,0.012150,4.006,276.2,1.1065,0.092527,66.0,86.0
2026-04-18 13:17:31,3.380,2.1,0.0071,0.012155,3.999,292.3,1.1689,0.093389,100.0,54.5
2026-04-18 13:17:32,3.361,2.1,0.0071,0.012157,4.003,276.8,1.1080,0.093723,48.2,93.8
2026-04-18 13:17:34,3.375,1.8,0.0061,0.012159,3.995,304.6,1.2169,0.094158,65.6,86.4
2026-04-18 13:17:37,3.374,1.6,0.0054,0.012164,3.988,326.1,1.3005,0.095369,79.9,80.1
2026-04-18 13:17:38,3.373,1.6,0.0054,0.012166,3.991,310.3,1.2384,0.095843,65.8,86.2
2026-04-18 13:17:39,3.377,1.6,0.0054,0.012168,3.968,389.4,1.5451,0.096312,48.2,93.8
2026-04-18 13:17:40,3.366,1.5,0.0050,0.012170,3.980,355.5,1.4149,0.096723,100.0,54.8
2026-04-18 13:17:41,3.369,1.8,0.0061,0.012171,3.990,314.6,1.2553,0.097074,79.6,80.4
2026-04-18 13:17:42,3.374,2.1,0.0071,0.012173,3.985,336.9,1.3425,0.097467,65.6,86.4
2026-04-18 13:17:44,3.374,2.0,0.0067,0.012175,4.000,269.2,1.0768,0.097793,79.5,80.5
2026-04-18 13:17:45,3.367,1.9,0.0064,0.012177,3.990,308.1,1.2293,0.098149,65.5,86.5
2026-04-18 13:17:46,3.373,1.8,0.0061,0.012180,3.999,266.5,1.0657,0.098678,79.5,80.5
2026-04-18 13:17:48,3.369,1.6,0.0054,0.012182,3.990,302.9,1.2086,0.099147,79.4,80.6
2026-04-18 13:17:50,3.370,1.7,0.0057,0.012185,3.995,289.3,1.1558,0.099726,79.4,80.6
2026-04-18 13:17:51,3.366,1.8,0.0061,0.012187,3.985,327.7,1.3059,0.100191,79.4,80.6
2026-04-18 13:17:53,3.371,1.6,0.0054,0.012191,4.000,259.5,1.0380,0.100867,-34.1,100.0
2026-04-18 13:18:08,3.406,0.9,0.0031,0.012204,4.069,1.2,0.0049,0.100888,0.0,0.0
2026-04-18 13:18:10,3.408,1.0,0.0034,0.012205,4.069,1.2,0.0049,0.100890,0.0,0.0
2026-04-18 13:18:11,3.408,0.9,0.0031,0.012206,4.070,1.2,0.0049,0.100891,0.0,0.0
2026-04-18 13:18:14,3.414,2.1,0.0072,0.012213,4.070,1.2,0.0049,0.100896,0.0,0.0
2026-04-18 13:18:16,3.365,2.1,0.0071,0.012216,3.958,467.7,1.8512,0.101628,54.4,100.0
2026-04-18 13:18:20,3.380,2.3,0.0078,0.012224,4.000,281.3,1.1252,0.102799,27.1,100.0
2026-04-18 13:26:43,3.369,1.3,0.0044,0.000,4.004,316.4,1.2669,0.000,1.2625,0.000,98.1,37.9
2026-04-18 13:26:44,3.385,2.2,0.0074,0.003,4.007,291.9,1.1696,0.396,1.1622,0.393,100.0,54.8
2026-04-18 13:26:45,3.400,3.9,0.0133,0.006,4.004,304.7,1.2200,0.752,1.2068,0.746,66.0,86.0
2026-04-18 13:26:55,4.834,70.0,0.3384,0.939,4.088,1.2,0.0049,0.766,-0.3335,-0.173,0.0,0.0
2026-04-18 13:26:56,4.834,69.8,0.3374,1.059,4.088,1.2,0.0049,0.767,-0.3325,-0.292,0.0,0.0
2026-04-18 13:26:57,4.835,70.5,0.3409,1.156,4.089,1.2,0.0049,0.769,-0.3360,-0.387,0.0,0.0
2026-04-18 13:26:59,4.831,68.2,0.3295,1.254,4.089,1.2,0.0049,0.770,-0.3246,-0.483,0.0,0.0
2026-04-18 13:27:00,4.805,54.3,0.2609,1.328,4.086,1.2,0.0049,0.772,-0.2560,-0.557,0.0,0.0
2026-04-18 13:27:01,3.426,2.3,0.0079,1.330,4.080,1.2,0.0049,0.773,-0.0030,-0.558,0.0,0.0
2026-04-18 13:27:03,3.426,2.6,0.0089,1.335,4.080,1.2,0.0049,0.776,-0.0040,-0.560,0.0,0.0
2026-04-18 13:27:06,3.430,5.4,0.0185,1.354,4.010,287.0,1.1509,1.922,1.1323,0.568,79.9,80.1
2026-04-18 13:27:16,4.844,77.3,0.3744,2.363,4.089,1.2,0.0049,1.935,-0.3695,-0.428,0.0,0.0
2026-04-18 13:27:17,4.844,76.9,0.3725,2.496,4.090,1.2,0.0049,1.937,-0.3676,-0.559,0.0,0.0
2026-04-18 13:27:18,4.842,76.7,0.3714,2.604,4.090,1.2,0.0049,1.938,-0.3665,-0.666,0.0,0.0
2026-04-18 13:27:21,4.844,76.7,0.3715,2.899,4.090,1.2,0.0049,1.942,-0.3666,-0.957,0.0,0.0
2026-04-18 13:27:22,4.844,78.7,0.3812,3.016,4.090,1.2,0.0049,1.943,-0.3763,-1.072,0.0,0.0
2026-04-18 13:27:23,3.434,3.0,0.0103,3.019,4.081,1.2,0.0049,1.945,-0.0054,-1.074,0.0,0.0
2026-04-18 13:27:36,3.421,1.7,0.0058,3.041,4.080,1.2,0.0049,1.963,-0.0009,-1.078,0.0,0.0
2026-04-18 13:27:39,3.421,1.7,0.0058,3.044,4.080,1.2,0.0049,1.966,-0.0009,-1.078,0.0,0.0
2026-04-18 13:27:40,3.421,1.7,0.0058,3.046,4.080,1.2,0.0049,1.968,-0.0009,-1.078,0.0,0.0
2026-04-18 13:27:41,3.422,1.8,0.0062,3.048,4.080,1.2,0.0049,1.969,-0.0013,-1.079,0.0,0.0
2026-04-18 13:27:44,3.421,1.8,0.0062,3.053,4.080,1.2,0.0049,1.973,-0.0013,-1.080,0.0,0.0
2026-04-18 13:27:45,3.355,2.0,0.0067,3.055,3.949,527.0,2.0811,2.750,2.0744,-0.305,65.9,86.1
2026-04-18 13:27:48,3.391,2.5,0.0085,3.062,4.010,280.5,1.1248,3.648,1.1163,0.586,79.9,80.1
2026-04-18 13:27:49,3.434,5.7,0.0196,3.069,4.007,289.7,1.1608,4.077,1.1413,1.008,39.7,100.0
2026-04-18 13:27:59,4.833,69.8,0.3373,3.934,4.088,1.2,0.0049,4.090,-0.3324,0.156,0.0,0.0
2026-04-18 13:28:00,4.834,70.3,0.3398,4.036,4.088,1.2,0.0049,4.091,-0.3349,0.055,0.0,0.0
2026-04-18 13:28:02,4.834,70.0,0.3384,4.230,4.088,1.2,0.0049,4.094,-0.3335,-0.136,0.0,0.0
2026-04-18 13:28:03,4.833,69.8,0.3373,4.355,4.089,1.2,0.0049,4.096,-0.3324,-0.258,0.0,0.0
2026-04-18 13:28:04,4.833,69.5,0.3359,4.452,4.089,1.2,0.0049,4.098,-0.3310,-0.355,0.0,0.0
2026-04-18 13:28:06,4.834,70.3,0.3398,4.626,4.089,1.2,0.0049,4.100,-0.3349,-0.526,0.0,0.0
2026-04-18 13:28:07,4.834,69.8,0.3374,4.747,4.089,1.2,0.0049,4.102,-0.3325,-0.645,0.0,0.0
2026-04-18 13:28:08,4.833,69.7,0.3369,4.845,4.089,1.2,0.0049,4.103,-0.3320,-0.742,0.0,0.0
2026-04-18 13:28:09,4.514,16.2,0.0731,4.866,4.005,321.8,1.2888,4.479,1.2157,-0.388,65.9,86.1
2026-04-18 13:28:13,3.390,1.8,0.0061,4.872,4.014,264.3,1.0609,5.492,1.0548,0.620,6.3,100.0
2026-04-18 13:28:20,3.380,1.8,0.0061,4.885,4.003,288.8,1.1561,7.859,1.1500,2.975,65.8,86.2
2026-04-18 13:29:40,4.797,53.9,0.2586,10.621,4.074,1.2,0.0049,7.968,-0.2537,-2.653,0.0,0.0
2026-04-18 13:29:41,4.816,64.0,0.3082,10.735,4.076,1.2,0.0049,7.970,-0.3033,-2.765,0.0,0.0
2026-04-18 13:29:43,4.816,63.8,0.3073,10.887,4.077,1.2,0.0049,7.972,-0.3024,-2.915,0.0,0.0
2026-04-18 13:29:44,4.816,64.0,0.3082,11.001,4.077,1.2,0.0049,7.974,-0.3033,-3.027,0.0,0.0
2026-04-18 13:29:45,4.818,64.0,0.3084,11.093,4.079,1.2,0.0049,7.975,-0.3035,-3.118,0.0,0.0
2026-04-18 13:29:49,4.818,63.9,0.3079,11.378,4.079,1.2,0.0049,7.980,-0.3030,-3.399,0.0,0.0
2026-04-18 13:29:52,3.425,5.5,0.0188,11.393,3.998,308.2,1.2322,8.908,1.2133,-2.485,80.0,80.0
2026-04-18 13:29:53,3.381,2.3,0.0078,11.395,3.995,314.1,1.2548,9.351,1.2471,-2.044,80.1,79.9
2026-04-18 13:29:54,3.379,1.8,0.0061,11.397,4.004,274.7,1.0999,9.681,1.0938,-1.716,40.4,100.0
2026-04-18 13:29:55,3.376,1.5,0.0051,11.399,3.994,309.3,1.2353,10.033,1.2303,-1.366,66.0,86.0
2026-04-18 13:29:56,3.370,1.4,0.0047,11.400,3.998,292.3,1.1686,10.372,1.1639,-1.028,79.9,80.1
2026-04-18 13:29:57,3.360,1.4,0.0047,11.401,3.974,386.2,1.5348,10.820,1.5301,-0.581,65.8,86.2
2026-04-18 13:29:58,3.370,1.5,0.0051,11.403,3.995,298.4,1.1921,11.180,1.1871,-0.223,65.7,86.3
2026-04-18 13:29:59,3.370,1.4,0.0047,11.404,3.996,293.3,1.1720,11.514,1.1673,0.109,65.7,86.3
2026-04-18 13:30:00,3.374,1.4,0.0047,11.406,3.994,298.4,1.1918,11.891,1.1871,0.485,79.7,80.3
2026-04-18 13:30:02,3.371,1.3,0.0044,11.408,3.996,285.9,1.1425,12.373,1.1381,0.966,79.6,80.4
2026-04-18 13:30:03,3.370,1.2,0.0040,11.409,3.992,301.0,1.2016,12.712,1.1975,1.303,79.6,80.4
2026-04-18 13:30:04,3.367,1.2,0.0040,11.410,3.995,295.5,1.1805,13.056,1.1765,1.646,100.0,54.3
2026-04-18 13:30:05,3.366,1.0,0.0034,11.411,3.992,299.6,1.1960,13.407,1.1926,1.996,65.5,86.5
2026-04-18 13:30:07,3.363,0.6,0.0020,11.412,3.996,283.1,1.1313,14.149,1.1292,2.737,79.5,80.5
2026-04-18 13:30:09,3.367,0.4,0.0013,11.413,4.000,263.0,1.0520,14.654,1.0507,3.241,65.5,86.5
2026-04-18 13:30:10,3.365,0.4,0.0013,11.413,3.998,274.7,1.0983,15.015,1.0969,3.602,65.5,86.5
2026-04-18 13:30:13,3.365,0.3,0.0010,11.414,3.995,279.9,1.1182,15.740,1.1172,4.326,39.8,100.0
2026-04-18 13:30:16,3.366,1.4,0.0047,11.418,3.995,275.7,1.1014,16.716,1.0967,5.298,100.0,10.9
2026-04-18 13:30:17,3.408,4.7,0.0160,11.423,3.996,274.5,1.0969,17.065,1.0809,5.642,79.7,80.3
2026-04-18 13:32:59,3.379,0.3,0.0010,11.469,4.024,174.5,0.7022,48.693,0.7012,37.224,80.0,80.0
2026-04-18 13:33:00,3.379,0.4,0.0014,11.469,4.024,173.9,0.6998,48.902,0.6984,37.432,80.0,80.0
2026-04-18 13:33:01,3.379,0.4,0.0014,11.470,4.024,174.2,0.7010,49.103,0.6996,37.633,80.0,80.0
2026-04-18 13:33:02,3.377,0.4,0.0014,11.470,4.024,174.2,0.7010,49.307,0.6996,37.837,80.0,80.0
